Keyword,Clicks,Searches,CTR,Position,"Avg. CPC","Max. CPC",Competition
"iphone 13 pro precio",25,3723,0.7,11.4,3.64,3.64,0.91
"iphone 13 pro reacondicionado",25,4687,0.5,9.5,,,0
"precio de celular honor",25,893,2.8,2.3,7.85,7.85,1.00
"precio de celular redmi 9",25,2093,1.2,3.5,,,0
"precio de iphone 13 pro max",25,5468,0.5,10.3,,,0
"sky devices celular",25,80,31.3,3.6,,,0
"audifonos para iphone",24,4421,0.5,7.7,2.08,2.08,1.00
"celular cubot king kong 9",24,3455,0.7,8.4,,,0
"celular poco x3 pro",24,168,14.3,6.1,3.75,3.75,1.00
"celular zuum stellar p5",24,46,52.2,1.0,,,0
"celulares con buena bateria",24,37,64.9,3.6,,,0
"celulares contra el agua",24,146,16.4,3.2,,,0
"celulares zuum modelos",24,118,20.3,2.2,,,0
"cuanto cuesta el iphone 15",24,10930,0.2,6.1,,,0
"el iphone mas barato",24,211,11.4,2.1,,,0
"funda impermeable para celular",24,265,9.1,3.5,,,0
"iphone 11 lila",24,2017,1.2,2.1,,,0
"iphone 12 pro max precio telcel",24,106,22.6,3.5,,,0
"iphone 13 a credito",24,77,31.2,3.4,,,0
"iphone 13 precio méxico",24,201,11.9,6.0,4.77,4.77,0.17
"iphone telcel",24,5301,0.5,7.3,2.74,2.74,1.00
"movistar celulares",24,5266,0.5,5.4,,,0
"precio del iphone",24,1188,2.0,3.7,3.95,3.95,0.01
"promociones de celulares",24,164,14.6,4.0,,,0
"proyector portátil para celular",24,375,6.4,4.7,,,0
"samsung celulares modelos",24,2251,1.1,7.1,,,0
"caja de cargador de iphone",23,1236,1.9,5.8,,,0
"cargador iphone original precio",23,284,8.1,4.8,,,0
"cargador para iphone 11",23,509,4.5,4.8,2.73,2.73,1.00
"celular adulto mayor",23,114,20.2,5.4,1.16,1.16,0.01
"celular vivo y03 precio",23,126,18.3,1.2,,,0
"celular vivo y18 precio",23,119,19.3,1.1,,,0
"celulares de 2000 pesos samsung",23,179,12.8,3.6,,,0
"comprar iphone 7 plus",23,255,9.0,1.1,,,0
"cuanto cuesta el iphone 13 pro max",23,3979,0.6,7.6,,,0
"cuanto cuesta un iphone 11",23,5805,0.4,5.3,,,0
"cuanto cuesta un iphone en mexico",23,110,20.9,4.3,,,0
"cubo iphone",23,1511,1.5,5.9,,,0
"cuánto cuesta un celular vivo",23,61,37.7,1.1,,,0
"cuánto vale un iphone",23,263,8.7,4.1,2.36,2.36,0.02
"iphone 14 128gb precio",23,2716,0.8,7.2,,,0
"iphone 16 pro max telcel",23,7019,0.3,6.7,,,0
"iphone en mexico",23,59,39.0,5.2,,,0
"iphone se",23,1738,1.3,10.3,3.60,11.45,1.00
"iphones precios",23,145,15.9,2.7,,,0
"oferta iphone",23,195,11.8,5.6,,,0
"ofertas iphone",23,201,11.4,4.1,,,0
"pluma para celular",23,380,6.1,2.7,1.66,1.66,1.00
"precio de celulares oppo",23,112,20.5,1.5,,,0
"precio de celulares vivo",23,40,57.5,1.0,,,0
"precio del iphone 8 plus",23,720,3.2,2.9,,,0
"precios de los iphone",23,169,13.6,3.4,,,0
"teléfonos iphone",23,1052,2.2,4.3,,,0
"blu celular",22,226,9.7,2.9,,,0
"cambia tu celular viejo por uno nuevo",22,30,73.3,2.5,,,0
"celular blue",22,119,18.5,1.3,,,0
"celular con mejor bateria",22,38,57.9,3.0,,,0
"celular cubot",22,10064,0.2,4.2,,,0
"celular economico y bueno",22,301,7.3,7.2,,,0
"celular honor precio",22,206,10.7,1.4,,,0
"celular telcel",22,587,3.7,3.3,,,0
"celular vivo y28 precio",22,124,17.7,1.2,,,0
"celulares at&t",22,1126,2.0,4.4,3.11,3.11,1.00
"celulares xiaomi gama alta",22,3750,0.6,8.3,,,0
"cuanto cuesta un celular en mexico",22,84,26.2,3.0,,,0
"funda iphone 11",22,2098,1.0,8.9,,,0
"hisense celulares",22,81,27.2,1.8,,,0
"iphone 13 pro max telcel",22,1400,1.6,6.3,,,0
"iphone 15 plus",22,667,3.3,6.2,,,0
"iphone 7 plus",22,7680,0.3,7.4,1.35,1.56,1.00
"pila recargable para celular",22,3974,0.6,8.3,2.69,2.69,1.00
"portacelular para moto",22,695,3.2,4.2,,,0
"precio de celular oppo a17",22,98,22.4,1.1,,,0
"precio de celulares motorola",22,124,17.7,2.5,2.32,2.32,0.98
"precio de iphone 12 en mexico",22,70,31.4,3.7,,,0
"precio del iphone 15",22,7296,0.3,7.5,,,0
"promocion de celulares",22,78,28.2,6.2,3.20,3.20,0.99
"seguro para celular",22,59,37.3,15.4,12.73,12.73,0.72
"telefono celular economico",22,123,17.9,3.3,,,0
"telefono iphone",22,322,6.8,3.7,,,0
"venta de iphone",22,221,10.0,7.0,,,0
"cable de iphone original",21,1746,1.2,6.2,3.07,3.07,1.00
"celular económico",21,250,8.4,3.1,,,0
"celular mas vendido en mexico",21,41,51.2,1.4,,,0
"celular oppo a17",21,207,10.1,4.0,,,0
"celular redmi a3 precio",21,191,11.0,2.9,,,0
"celular sky",21,200,10.5,1.1,,,0
"celular vivo y18",21,362,5.8,7.8,,,0
"celulares chinos",21,389,5.4,4.5,,,0
"celulares en promocion",21,112,18.8,3.8,3.27,3.27,0.99
"celulares que se doblan",21,866,2.4,5.5,,,0
"celulares redmi precios",21,321,6.5,3.5,,,0
"celulares sony xperia",21,93,22.6,3.9,,,0
"como checar mi buró de crédito desde mi celular",21,133,15.8,7.3,,,0
"comprar iphone 13 mini",21,163,12.9,1.7,,,0
"cuanto vale el iphone 11",21,2222,0.9,5.1,,,0
"donde comprar celulares baratos",21,109,19.3,7.1,,,0
"iphone 11 en mexico",21,87,24.1,3.1,,,0
"iphone 12 pro max nuevo",21,232,9.1,7.3,,,0
"iphone 13 nuevo precio",21,1097,1.9,7.1,,,0
"iphone rosa",21,8072,0.3,9.3,2.29,2.29,1.00
"precio celular samsung",21,300,7.0,3.0,,,0
"telefono celular",21,1970,1.1,4.1,,,0
"celular basico",20,470,4.3,6.4,,,0
"celular vivo v40",20,3889,0.5,7.2,,,0
"celular zuum hidra x",20,37,54.1,1.4,,,0
"celulares en venta",20,184,10.9,4.2,,,0
"celulares samsung gama alta",20,3471,0.6,8.1,,,0
"costo de celulares",20,61,32.8,1.3,,,0
"cuanto cuesta el iphone 10",20,1133,1.8,2.6,3.76,3.76,0.88
"cuanto cuesta un celular",20,258,7.8,3.2,3.12,3.12,0.99
"hawaii celular",20,1119,1.8,3.6,3.17,3.17,1.00
"honor celular precio",20,193,10.4,2.1,,,0
"huawei celular",20,760,2.6,5.7,2.41,2.41,1.00
"intercambio de celulares",20,36,55.6,3.6,,,0
"iphone 11 características",20,3120,0.6,10.4,52.07,52.07,0
"iphone 11 telcel",20,2638,0.8,7.3,,,0
"iphone 12 rojo",20,4886,0.4,1.1,,,0
"iphone 13 128 gb",20,2604,0.8,11.5,,,0
"iphone 13 pro max nuevo precio",20,195,10.3,4.3,,,0
"iphone 13 pro max price",20,2407,0.8,9.1,,,0
"iphone 14pro max",20,1089,1.8,7.3,,,0
"iphone 15 128gb precio",20,4347,0.5,8.6,,,0
"iphone 15 pro 256gb",20,2622,0.8,10.5,,,0
"iphone más barato",20,127,15.7,3.6,,,0
"mejores celulares gama media 2025",20,2122,0.9,8.9,,,0
"ofertas de iphone",20,114,17.5,5.0,,,0
"precio de celular honor x8",20,1861,1.1,6.1,,,0
"precio de celular zuum",20,57,35.1,1.1,,,0
"precio de iphone 15",20,7221,0.3,7.4,,,0
"xiaomi celulares",20,4446,0.4,7.7,,,0
"cambiar mi celular por otro",19,30,63.3,2.5,,,0
"celular oppo a40 precio",19,385,4.9,4.5,,,0
"celular oppo reno 12",19,3141,0.6,6.6,,,0
"celular vivo v40 lite",19,980,1.9,9.4,,,0
celulare,19,281,6.8,4.1,,,0
"celulares baratos en mexico",19,45,42.2,4.4,39.54,39.54,0.60
"celulares buenos para jugar free fire",19,41,46.3,2.3,,,0
"celulares con mejor cámara frontal",19,46,41.3,2.8,,,0
"celulares de 2000",19,107,17.8,2.8,,,0
"celulares lanix",19,122,15.6,4.4,,,0
"celulares liquidacion",19,92,20.7,5.5,,,0
"celulares precio",19,76,25.0,2.2,,,0
"celulares realme",19,1483,1.3,6.2,,,0
"celulares samsung galaxy",19,1707,1.1,10.3,2.65,2.65,0.93
"como limpiar las bocinas del celular",19,175,10.9,3.7,,,0
"comprar apple iphone 13",19,659,2.9,8.5,,,0
"cuanto cuesta un cargador de iphone original",19,646,2.9,5.2,,,0
"cámaras de seguridad para casa conectadas al celular precio",19,1140,1.7,6.4,,,0
"honor celular",19,5126,0.4,6.4,,,0
"impresora para celular",19,853,2.2,5.6,,,0
"iphone 13 oferta",19,128,14.8,5.4,,,0
"iphone 13 pro max reacondicionado",19,5165,0.4,11.6,,,0
"iphone 13 pro max rosa",19,1823,1.0,4.4,,,0
"iphone 14 pro 256gb",19,1402,1.4,8.9,,,0
"iphone 14 pro max 256",19,771,2.5,6.3,,,0
"iphone 14 telcel",19,9225,0.2,8.0,,,0
"iphone se 2022",19,338,5.6,12.6,10.43,22.01,0.99
"lentes para proteger la vista de la computadora y celular",19,857,2.2,7.9,,,0
"porque mi smart tv no se conecta a internet de mi celular",19,85,22.4,6.1,,,0
"precio de celular zte",19,131,14.5,2.0,0.86,0.86,0.95
"precio del iphone 11 en méxico",19,44,43.2,3.5,,,0
"protector de agua para celular",19,98,19.4,3.6,,,0
"¡iphone 14 pro max",19,717,2.6,7.0,,,0
"apple iphone 8 plus",18,2522,0.7,10.1,2.01,2.01,1.00
"batería portátil para celular",18,605,3.0,7.2,,,0
"cargador de iphone original precio",18,211,8.5,4.8,,,0
"cargador iphone 12 original",18,282,6.4,6.8,5.00,5.00,1.00
"celular barato y bueno",18,1200,1.5,7.0,,,0
"celular zuum magno p1",18,35,51.4,1.0,,,0
"celulares 2025",18,773,2.3,6.1,,,0
"celulares con mejor bateria",18,23,78.3,3.2,,,0
"celulares hisense modelos y precios",18,80,22.5,1.3,1.41,1.41,1.00
"celulares m4",18,57,31.6,4.4,,,0
"combo celular y smartwatch",18,76,23.7,4.2,,,0
"comprar apple iphone 8",18,1692,1.1,5.2,,,0
"donde comprar celulares reacondicionados",18,34,52.9,2.3,,,0
"funda para celular contra agua",18,104,17.3,3.3,1.92,1.92,0.99
"impresora bluetooth para celular",18,251,7.2,3.7,,,0
"iphone 12 pro max 128gb",18,983,1.8,10.4,,,0
"iphone 13 256 gb",18,599,3.0,9.0,,,0
"iphone 13 256gb nuevo",18,287,6.3,8.0,,,0
"iphone 13 plus",18,5846,0.3,8.4,,,0
"iphone 13 pro max 128gb precio",18,397,4.5,8.3,,,0
"iphone 13 promax",18,2881,0.6,10.2,,,0
"iphone 14 precio mexico",18,427,4.2,3.2,,,0
"iphone 16 pro max a credito",18,68,26.5,2.5,,,0
"iphone nuevo",18,1364,1.3,6.9,0,0,0
"liquidación de celulares",18,103,17.5,6.1,,,0
"precio de celular huawei",18,167,10.8,3.0,,,0
"precio de celular marca vivo",18,46,39.1,1.1,,,0
"precio de celular samsung a55",18,206,8.7,3.8,,,0
"precio de celular vivo v40 lite",18,81,22.2,2.9,,,0
"precio de iphone 12 pro max",18,2287,0.8,7.0,,,0
"precio de iphone 8 plus",18,198,9.1,2.1,1.63,1.63,1.00
"precio del iphone 11 pro max",18,6210,0.3,7.3,,,0
"precio iphone 10",18,157,11.5,2.7,,,0
"que marca de celular es mejor",18,1257,1.4,7.2,,,0
"telefono celular para adulto mayor",18,70,25.7,6.2,,,0
"tipos de iphone",18,1897,0.9,9.1,,,0
"celular blu s91",17,41,41.5,1.0,,,0
"celular contra agua y golpes",17,92,18.5,5.8,,,0
"celular de 2000 pesos",17,124,13.7,3.1,,,0
"celulares gama media alta",17,997,1.7,9.0,,,0
"celulares honor son buenos",17,395,4.3,3.9,,,0
"celulares motorola baratos y buenos",17,919,1.8,5.4,,,0
"celulares motorola precios",17,77,22.1,5.4,,,0
"celulares plegables baratos",17,203,8.4,8.6,,,0
"celulares que se doblan a la mitad",17,856,2.0,6.5,,,0
"celulares sky son buenos o malos",17,60,28.3,1.4,,,0
"comprar iphone x",17,826,2.1,6.0,,,0
"cubo original iphone",17,377,4.5,6.7,,,0
"cuánto cuesta el celular vivo",17,35,48.6,1.0,,,0
"iphone 12 morado",17,5374,0.3,7.8,2.30,2.30,1.00
"iphone en venta",17,76,22.4,4.8,,,0
"iphone precio en mexico",17,41,41.5,3.1,,,0
"iphone precios mexico",17,111,15.3,4.2,,,0
iphone11,17,4803,0.4,10.5,,,0
"joystick para celular",17,777,2.2,4.2,,,0
"king kong celular",17,5734,0.3,5.3,,,0
"lentes vr para celular",17,131,13.0,3.7,,,0
"liquidacion celulares",17,45,37.8,3.6,,,0
"marcas de celulares buenos",17,1002,1.7,4.3,,,0
"precio celulares",17,72,23.6,4.7,,,0
"precio de celular redmi a3",17,197,8.6,3.9,,,0
"precio de un iphone",17,211,8.1,10.9,,,0
"precio del iphone 12 pro max",17,2494,0.7,7.3,,,0
"precios de celulares oppo",17,52,32.7,1.8,,,0
"promociones celulares",17,88,19.3,5.1,,,0
"soporte de celular para auto",17,1025,1.7,7.5,,,0
"tarjetero para celular",17,214,7.9,4.3,,,0
"zte celulares",17,155,11.0,3.6,,,0
"20 marcas de celulares",16,528,3.0,8.7,,,0
"apple iphone 14",16,876,1.8,6.9,,,0
"celular google pixel",16,1842,0.9,8.9,,,0
"celular google pixel 7",16,96,16.7,2.9,,,0
"celular marca zuum",16,60,26.7,2.3,,,0
"celular oppo a40",16,2398,0.7,10.9,,,0
"celular poco",16,9872,0.2,7.8,,,0
"celular zuum stellar m6",16,40,40.0,1.0,,,0
"celulares en rebaja",16,55,29.1,4.0,,,0
"celulares gama alta baratos",16,2410,0.7,10.3,,,0
"celulares marca vivo",16,83,19.3,2.3,,,0
"celulares mexico",16,26,61.5,4.7,6.31,9.10,0.57
"como transmitir pantalla de celular a tv",16,37,43.2,2.9,,,0
"control para celular bluetooth",16,267,6.0,5.3,,,0
"cual es el celular con mejor bateria",16,24,66.7,2.3,,,0
"cuánto cuesta el iphone 11",16,7431,0.2,5.7,,,0
"fundas para iphone 11",16,9254,0.2,8.5,,,0
"iphone 11 128gb",16,6006,0.3,11.8,5.22,5.22,1.00
"iphone 12 128gb precio",16,1719,0.9,10.8,,,0
"iphone 12 64gb precio",16,1881,0.9,9.1,4.32,4.32,1.00
"iphone 12 mexico",16,36,44.4,5.2,,,0
"iphone 12 mini 64gb",16,375,4.3,8.7,,,0
"iphone 12 pro max 128gb precio",16,110,14.5,6.7,8.31,8.31,1.00
"iphone 12 pro reacondicionado",16,2297,0.7,9.8,,,0
"iphone 13 pro 128gb",16,1372,1.2,11.8,,,0
"iphone 13 pro max precio telcel",16,517,3.1,7.0,,,0
"iphone 14 rosa",16,3399,0.5,5.8,,,0
"iphone 15 verde",16,5305,0.3,6.3,,,0
"iphone pro max 14",16,1804,0.9,8.6,,,0
"iphone se 4 precio mexico",16,284,5.6,1.1,,,0
"marca de celulares",16,2674,0.6,8.0,,,0
"microfonos para celular",16,223,7.2,6.5,,,0
"precio de celular oppo a40",16,198,8.1,3.3,,,0
"precio de iphone 16",16,6915,0.2,7.9,,,0
"precio del celular honor",16,320,5.0,2.1,,,0
"precio del iphone 16",16,7019,0.2,7.3,,,0
"precios de iphone en mexico",16,32,50.0,3.0,,,0
"procesadores de celulares",16,50,32.0,3.5,,,0
"telefonos celulares baratos",16,108,14.8,4.3,,,0
"zuum celulares son buenos",16,67,23.9,1.9,,,0
"apple celulares",15,197,7.6,5.4,,,0
"cable hdmi para celular",15,194,7.7,5.0,2.22,2.22,1.00
"cargador iphone 13 original precio",15,182,8.2,5.7,,,0
"catalogo de celulares",15,20,75.0,2.1,,,0
"celular honor x6b",15,192,7.8,7.5,,,0
"celular infinix",15,4395,0.3,7.2,,,0
"celular liberado",15,57,26.3,2.9,,,0
"celular motorola que se dobla",15,1029,1.5,2.8,,,0
"celular que se dobla a la mitad",15,1640,0.9,6.8,,,0
"celular que se dobla precio",15,559,2.7,8.3,,,0
"celular redmi 14c precio",15,91,16.5,2.9,,,0
"celular redmi a3",15,2436,0.6,9.5,,,0
"celular rosa",15,455,3.3,2.0,,,0
"celular samsung a15 precio",15,119,12.6,3.0,,,0
"celular samsung a35",15,315,4.8,8.7,,,0
"celular samsung precio",15,50,30.0,2.2,2.74,2.74,1.00
"celular zte axon 60 lite",15,235,6.4,6.7,,,0
"celular zuum aura z1",15,24,62.5,1.0,,,0
"celulares moto",15,101,14.9,3.2,,,0
"celulares motorola en oferta",15,66,22.7,3.3,,,0
"celulares recientes",15,340,4.4,4.1,,,0
"celulares zte precios telcel",15,96,15.6,5.1,,,0
"comprar apple iphone xs max",15,96,15.6,1.7,,,0
"cual es el mejor celular para jugar free fire",15,35,42.9,2.9,,,0
"donde vender celulares",15,41,36.6,4.2,,,0
"iphone 11 pro",15,2666,0.6,9.2,2.35,4.50,0.34
"iphone 11 pro max 256gb",15,3059,0.5,10.5,4.52,4.52,1.00
"iphone 12 pro 128gb",15,956,1.6,10.8,6.14,6.14,1.00
"iphone 12 pro max reacondicionado",15,3284,0.5,7.9,,,0
"iphone 12 pro precio",15,2567,0.6,9.2,4.23,4.23,1.00
"iphone 13 pro 256",15,646,2.3,9.9,,,0
"iphone 13 starlight",15,973,1.5,6.9,,,0
"iphone 14 128",15,1134,1.3,9.6,,,0
"iphone 14 pro max dorado",15,530,2.8,2.5,,,0
"iphone 14 pro.max",15,880,1.7,7.2,,,0
"iphone 16 e",15,5961,0.3,10.9,,,0
"iphone reacondicionados",15,98,15.3,9.4,15.00,15.00,1.00
"iphone se 2020 precio",15,231,6.5,4.2,,,0
"los mejores procesadores de celulares",15,365,4.1,6.4,,,0
"m4 celular",15,299,5.0,5.0,,,0
"marca vivo celular",15,307,4.9,3.9,,,0
"mejor procesador para celular",15,749,2.0,4.6,,,0
"microfonos inalambricos para celular",15,99,15.2,5.2,,,0
"precio cargador iphone original",15,280,5.4,5.1,2.43,2.43,1.00
"precio de iphone 11 en mexico",15,52,28.8,3.5,,,0
"precio del celular samsung a55",15,247,6.1,3.5,,,0
"precio del iphone 12 en mexico",15,45,33.3,3.8,,,0
"precio del iphone 14 pro",15,520,2.9,3.0,,,0
"precio iphone 14 pro",15,953,1.6,2.0,,,0
"precio iphone 14 pro max 256gb",15,1465,1.0,3.9,,,0
"precio iphone 8",15,199,7.5,4.4,3.11,3.11,0.97
"promociones en celulares",15,53,28.3,4.5,,,0
"telcel iphone 16",15,6444,0.2,6.9,,,0
"cargador iphone 13 original apple",14,74,18.9,4.7,,,0
"cargador iphone 14",14,1656,0.8,8.1,,,0
"cargador para iphone 15",14,443,3.2,8.8,,,0
"catalogo de precios de celulares telcel samsung",14,190,7.4,4.2,,,0
"celular a pagos",14,59,23.7,6.0,,,0
"celular blu g50",14,24,58.3,1.4,,,0
"celular contra el agua",14,54,25.9,3.6,,,0
"celular cubot max 5",14,124,11.3,6.5,,,0
"celular google",14,3813,0.4,7.6,,,0
"celular iphone 13",14,1147,1.2,7.5,,,0
"celular king kong 10",14,2179,0.6,9.5,,,0
"celular marca blu",14,50,28.0,1.3,,,0
"celular oppo a60 precio",14,47,29.8,3.0,,,0
"celular parecido al iphone",14,113,12.4,7.0,,,0
"celular realme c53",14,523,2.7,8.0,,,0
"celular samsung galaxy",14,2650,0.5,5.6,3.95,3.95,1.00
"celular sky devices",14,63,22.2,2.2,,,0
"celular zte blade l220 32gb negro",14,83,16.9,4.1,,,0
"celulares a crédito en línea",14,259,5.4,7.4,,,0
"celulares a pagos",14,57,24.6,7.6,,,0
"celulares aifon",14,81,17.3,3.6,5.75,5.75,0.95
"celulares alta gama",14,390,3.6,7.0,,,0
"celulares de 3000 pesos",14,1340,1.0,7.4,,,0
"celulares en oferta samsung",14,151,9.3,5.2,6.77,6.77,1.00
"celulares gama media",14,461,3.0,8.7,,,0
"celulares google",14,919,1.5,6.1,,,0
"celulares reacondicionado",14,46,30.4,2.7,5.49,5.49,1.00
"celulares reacondicionados baratos",14,48,29.2,3.1,,,0
"celulares samsung en oferta",14,91,15.4,3.3,,,0
"conectar celular a tv sin cable",14,155,9.0,5.5,,,0
"cuanto cuesta el iphone 8",14,801,1.7,4.1,,,0
"cuanto cuesta el iphone 8 plus",14,133,10.5,1.8,,,0
"cuanto cuesta el iphone xs",14,222,6.3,3.3,,,0
"cuanto cuesta un iphone 12 en mexico",14,43,32.6,3.4,,,0
"cubo iphone original",14,99,14.1,6.2,,,0
"donde puedo vender mi celular rápido",14,48,29.2,5.9,,,0
"funda iphone se",14,140,10.0,8.9,,,0
"iphone 10 pro max",14,3657,0.4,8.7,1.91,1.91,1.00
"iphone 13 64gb",14,904,1.5,7.1,,,0
"iphone 13 mini 128gb",14,183,7.7,9.2,4.34,4.34,1.00
"iphone 13 pro nuevo",14,95,14.7,11.2,,,0
"iphone 14 lila",14,3263,0.4,5.1,,,0
"iphone 14 pro max reacondicionado",14,6348,0.2,8.7,,,0
"iphone 16 a credito",14,63,22.2,7.0,,,0
"iphone 16 rosa precio",14,596,2.3,7.3,,,0
"iphone 8 plus nuevo",14,28,50.0,3.2,2.69,2.69,1.00
"iphone lila",14,2478,0.6,4.7,2.82,2.82,1.00
"precio celular motorola",14,82,17.1,1.9,1.52,1.52,1.00
"precio de iphone 16 plus",14,150,9.3,1.0,,,0
"telcel iphone 16 pro max",14,2118,0.7,7.2,,,0
"telefonos iphone precios",14,62,22.6,2.4,,,0
"venta de celulares samsung baratos",14,50,28.0,2.7,,,0
"zte celular",14,1227,1.1,3.3,1.71,1.71,1.00
"anillo para celular",13,142,9.2,3.7,,,0
"bateria portatil para iphone",13,5605,0.2,6.9,,,0
"cable cargador iphone",13,2022,0.6,6.6,,,0
"caja cargador iphone",13,112,11.6,5.6,,,0
"cambio de celular por otro",13,19,68.4,3.6,,,0
"celular adultos mayores",13,27,48.1,5.3,,,0
"celular con buena camara frontal",13,25,52.0,3.4,,,0
"celular con mejor camara frontal",13,31,41.9,3.9,,,0
"celular cubot p80",13,371,3.5,4.7,,,0
"celular desbloqueado",13,44,29.5,3.0,,,0
"celular motorola g60",13,151,8.6,3.1,,,0
"celular one plus precio",13,81,16.0,3.5,,,0
"celular oppo a57 precio",13,43,30.2,2.0,,,0
"celular oppo reno 7 precio",13,39,33.3,1.6,,,0
"celular vivo v25e precio",13,46,28.3,2.4,,,0
"celular zte axon 50 lite",13,1981,0.7,8.7,,,0
"celular zte blade",13,759,1.7,4.3,2.61,2.61,1.00
"celular zuum desbloqueado stellar p5 dual sim 64 gb azul",13,36,36.1,1.3,,,0
"celulares a crédito",13,108,12.0,6.5,17.88,17.88,1.00
"celulares buenos",13,2182,0.6,8.4,2.35,2.35,1.00
"celulares con camara frontal de 32 megapixeles",13,15,86.7,3.3,,,0
"celulares contra agua y golpes",13,54,24.1,5.2,,,0
"celulares de 1000 pesos samsung",13,89,14.6,5.4,2.13,2.13,0.99
"celulares de 1500 pesos samsung",13,104,12.5,4.0,,,0
"celulares de oferta",13,67,19.4,3.1,,,0
"celulares en mexico precio",13,26,50.0,2.3,,,0
"celulares motorola baratos",13,77,16.9,3.7,,,0
"celulares motorolas",13,90,14.4,3.4,,,0
"celulares movistar",13,427,3.0,4.4,,,0
"celulares que se doblan baratos",13,88,14.8,7.4,,,0
"celulares samsumg",13,33,39.4,4.1,,,0
"celulares samsung baratos nuevos",13,91,14.3,3.1,2.35,2.35,1.00
"celulares sencillos",13,63,20.6,3.3,,,0
"como conectar el celular a la tv",13,8016,0.2,9.4,,,0
"compra venta de celulares",13,19,68.4,2.7,,,0
"comprar apple iphone 15 pro max titanio",13,260,5.0,8.2,,,0
"controles para celular",13,1456,0.9,3.2,,,0
"costo de celular oppo",13,42,31.0,1.5,,,0
"cuanto cuesta el celular vivo",13,26,50.0,1.0,,,0
"cuanto cuesta el iphone 16",13,12595,0.1,7.7,,,0
"cuanto cuesta el iphone x",13,108,12.0,1.6,,,0
"cuanto vale el iphone 13",13,3349,0.4,7.0,,,0
"cuánto cuesta un iphone 13",13,1957,0.7,5.8,,,0
"cuánto vale el iphone 10",13,53,24.5,3.1,,,0
"donde puedo vender mi celular a buen precio",13,23,56.5,3.0,,,0
"el celular vivo y03 tiene huella digital",13,25,52.0,1.0,,,0
"el mejor celular para jugar free fire",13,33,39.4,2.9,,,0
"el mejor celular para jugar free fire y barato",13,60,21.7,4.5,,,0
"en cuanto esta el iphone 13",13,3224,0.4,5.8,0.59,0.59,0.67
"funda para iphone 11",13,2652,0.5,8.6,3.55,3.55,1.00
"iphone 11 pro reacondicionado",13,206,6.3,11.0,,,0
"iphone 12 lila",13,1482,0.9,3.4,,,0
"iphone 13 blanco",13,12234,0.1,10.6,,,0
"iphone 13 nuevo rosa",13,30,43.3,1.5,,,0
"iphone 13 pro rosa",13,228,5.7,3.9,,,0
"iphone 13 rosita",13,301,4.3,4.3,,,0
"iphone 14 128 gb",13,763,1.7,9.9,,,0
"iphone 14 morado",13,6006,0.2,9.3,,,0
"iphone 14 plus 128gb precio",13,61,21.3,4.7,,,0
"iphone 14 pro max 128gb nuevo",13,46,28.3,5.5,,,0
"iphone 15 pro precio",13,2270,0.6,7.4,,,0
"iphone 15 rosa",13,3846,0.3,11.1,,,0
"iphone 5 precio",13,1185,1.1,8.2,,,0
"iphone credito",13,38,34.2,4.4,,,0
"iphone xr 128gb",13,3539,0.4,12.2,3.61,5.99,1.00
"marcas de celulares mas vendidas en mexico",13,25,52.0,3.0,,,0
"memorias para celular",13,586,2.2,4.4,,,0
"micrófono para celular",13,1245,1.0,6.3,,,0
"mini proyector para celular",13,109,11.9,4.9,,,0
"precio celulares samsung",13,56,23.2,2.5,3.39,3.39,0.98
"precio de celular oppo a54",13,46,28.3,2.5,,,0
"precio de celular oppo a57",13,64,20.3,1.3,,,0
"precio de celular redmi",13,667,1.9,4.0,,,0
"precio de iphone 8",13,394,3.3,4.1,1.52,1.52,1.00
"precio de un celular vivo",13,23,56.5,1.0,,,0
"teclado bluetooth para celular",13,59,22.0,2.3,,,0
"telcel iphone 12 pro max",13,69,18.8,3.3,4.97,4.97,0.99
"telcel iphone 15 pro max",13,1532,0.8,9.1,,,0
"zuum celular precio",13,38,34.2,2.2,,,0
"zuum celulares",13,43,30.2,2.7,,,0
"aiphone celular",12,67,17.9,4.5,1.91,1.91,0.06
"cargador iphone 15 original",12,735,1.6,9.1,,,0
"cargadores para iphone",12,133,9.0,6.3,,,0
"celular aifon",12,968,1.2,2.1,,,0
"celular infinix hot 30",12,78,15.4,9.2,,,0
"celular motorola g24",12,1857,0.6,5.0,,,0
"celular motorola razr",12,61,19.7,3.3,,,0
"celular precio",12,74,16.2,3.0,,,0
"celular vivo v25e",12,330,3.6,7.8,,,0
"celular vivo v40 lite precio",12,35,34.3,3.3,,,0
"celular vivo y36 precio",12,46,26.1,3.0,,,0
"celular zumm",12,35,34.3,3.1,2.54,2.54,1.00
"celular zuum características",12,32,37.5,2.6,,,0
